Unnamed: 0	ld_carboxypeptidase-unclustered	ld_carboxypeptidase-mmseqs_cluster	ld_carboxypeptidase-foldseek_cluster
36930	A0A417S6B2	A0A176U693	A0A2C6E889
36931	F7V2W8	A0A176U693	A0A2C6E889
36932	A0A927T3N2	A0A176U693	A0A2C6E889
36933	A0A940C1W0	A0A176U693	A0A2C6E889
36934	A0A939W8H9	A0A176U693	A0A2C6E889
36935	A0A7U9XN23	A0A176U693	A0A2C6E889
36936	A0A7X5CI61	A0A176U693	A0A2C6E889
36937	C0FZ64	A0A176U693	A0A2C6E889
36938	A0A3R5YZB8	A0A176U693	A0A2C6E889
36939	A0A414QNS6	A0A176U693	A0A2C6E889
36940	A0A3R6C857	A0A176U693	A0A2C6E889
36941	A0A412FKB4	A0A176U693	A0A2C6E889
36942	A0A943CMP7	A0A176U693	A0A2C6E889
36943	A0A173VP65	A0A176U693	A0A2C6E889
36944	UPI001C01FC67	A0A176U693	A0A2C6E889
36945	A0A174E4H1	A0A176U693	A0A2C6E889
36946	R5I2J7	A0A176U693	A0A2C6E889
36947	A0A349YHJ4	A0A176U693	A0A2C6E889
36948	A0A3A9B2T6	A0A176U693	A0A2C6E889
36949	A0A413TWF3	A0A176U693	A0A2C6E889
36950	A0A412KGN5	A0A176U693	A0A2C6E889
36951	A0A927U0D0	A0A176U693	A0A2C6E889
36952	A0A173TFR0	A0A176U693	A0A2C6E889
36953	A0A351R148	A0A176U693	A0A2C6E889
36954	UPI001923F103	A0A176U693	A0A2C6E889
36955	A0A0M6WSB7	A0A176U693	A0A2C6E889
36956	UPI0004264142	A0A176U693	A0A2C6E889
36957	R5WBP4	A0A176U693	A0A2C6E889
36958	A0A1D3UPW5	A0A1D3UPW5	A0A108T442
36960	A0A1E5STS4	A0A1E5STS4	A0A3E3E572
36961	UPI0016720748	A0A1E5STS4	A0A3E3E572
36962	A0A7Y7BDI5	A0A1E5STS4	A0A3E3E572
36963	A0A150XHF5	A0A1E5STS4	A0A3E3E572
36964	A0A7G3FML5	A0A1E5STS4	A0A3E3E572
36965	A0A7Y6XQ03	A0A1E5STS4	A0A3E3E572
36966	A0A1E5T640	A0A1E5STS4	A0A3E3E572
36967	UPI001ABC7BED	A0A1E5STS4	A0A3E3E572
36968	UPI00227A0B1F	A0A1E5STS4	A0A3E3E572
36969	UPI0020944721	A0A1E5STS4	A0A3E3E572
36970	A0A1F3RZ58	A0A1F3RZ58	A0A3E3E572
36971	A0A316JSA4	A0A1F3RZ58	A0A3E3E572
36972	A0A7Y7ADB8	A0A1F3RZ58	A0A3E3E572
36973	A0A2G2CXN8	A0A1F3RZ58	A0A3E3E572
36974	A0A2G2F7K2	A0A1F3RZ58	A0A3E3E572
36975	A0A2E3MYU9	A0A1F3RZ58	A0A3E3E572
36976	A0A1G0XE96	A0A1G0XE96	A0A3E3E572
36978	A0A1L8MZ70	A0A1L8MZ70	A0A2C6E889
36979	A0A1Q9K411	A0A1Q9K411	A0A660MZL1
36980	A0A1V5KQ91	A0A1V5KQ91	A0A1W6KC51
36981	A0A235B7D6	A0A235B7D6	A0A2C6E889
36982	UPI000BECCBBA	A0A235B7D6	A0A2C6E889
36983	A0A2A7X856	A0A235B7D6	A0A2C6E889
36984	A0A974RYG5	A0A235B7D6	A0A2C6E889
36985	UPI000279CD4C	A0A235B7D6	A0A2C6E889
36986	UPI001E313928	A0A235B7D6	A0A2C6E889
36987	UPI0014832E62	UPI0014832E62	
36988	UPI000F608094	A0A1Z8AJD3	A0A3E3E572
36989	A0A1Z8AJD3	A0A1Z8AJD3	A0A3E3E572
36990	A0A2K8X7N6	A0A1Z8AJD3	A0A3E3E572
36991	A0A2S7UBH6	A0A1Z8AJD3	A0A3E3E572
36992	UPI000CF420E2	A0A1Z8AJD3	A0A3E3E572
36993	UPI00056B6C9C	A0A1Z8AJD3	A0A3E3E572
36994	A0A7L5FDN4	A0A1Z8AJD3	A0A3E3E572
36995	UPI001890CDE1	A0A1Z8AJD3	A0A3E3E572
36996	A0A2S9WWM3	A0A1Z8AJD3	A0A3E3E572
36997	A0A3S9MV33	A0A1Z8AJD3	A0A3E3E572
36998	UPI000660F595	A0A5D0XPZ2	A0A2C6E889
36999	UPI0009041AC8	A0A5D0XPZ2	A0A2C6E889
37000	UPI0010CCF8C3	A0A5D0XPZ2	A0A2C6E889
37001	UPI0007E95675	A0A5D0XPZ2	A0A2C6E889
37002	UPI0004198D86	A0A5D0XPZ2	A0A2C6E889
37003	UPI00195002BF	A0A5D0XPZ2	A0A2C6E889
37004	UPI001C236A5B	A0A5D0XPZ2	A0A2C6E889
37005	UPI001EF9092E	A0A5D0XPZ2	A0A2C6E889
37006	A0A5D0XPZ2	A0A5D0XPZ2	A0A2C6E889
37007	UPI001780F29D	A0A5D0XPZ2	A0A2C6E889
37008	UPI001C12DBBE	A0A5D0XPZ2	A0A2C6E889
37009	A0A7G6YG70	A0A5D0XPZ2	A0A2C6E889
37010	A0A924LP45	A0A5D0XPZ2	A0A2C6E889
37011	UPI0012EEBF42	A0A5D0XPZ2	A0A2C6E889
37012	UPI001BDFFD4E	A0A5D0XPZ2	A0A2C6E889
37013	UPI001CCBE377	A0A5D0XPZ2	A0A2C6E889
37014	A0A5C8HMF9	A0A5D0XPZ2	A0A2C6E889
37015	A0A7Y6ANL9	A0A5D0XPZ2	A0A2C6E889
37016	UPI0018C91CE2	A0A5D0XPZ2	A0A2C6E889
37017	UPI001FB259D7	A0A5D0XPZ2	A0A2C6E889
37018	UPI001FFF1E40	A0A5D0XPZ2	A0A2C6E889
37019	UPI00200B95B7	A0A5D0XPZ2	A0A2C6E889
37020	UPI0021CE99E2	A0A5D0XPZ2	A0A2C6E889
37021	A0A7V9B440	A0A5D0XPZ2	A0A2C6E889
37022	UPI0005BDB628	A0A5D0XPZ2	A0A2C6E889
37023	UPI0006B2243B	A0A5D0XPZ2	A0A2C6E889
37024	A0A316TKJ7	A0A5D0XPZ2	A0A2C6E889
37025	A0A1R1LHT6	A0A5D0XPZ2	A0A2C6E889
37026	A0A2S5VAS5	A0A5D0XPZ2	A0A2C6E889
37027	UPI000372DF4E	A0A5D0XPZ2	A0A2C6E889
37028	UPI000CE3CFAE	A0A5D0XPZ2	A0A2C6E889
37029	UPI001668D388	A0A5D0XPZ2	A0A2C6E889
37030	UPI0019452A0B	A0A5D0XPZ2	A0A2C6E889
37031	A0A2S5VVL0	A0A5D0XPZ2	A0A2C6E889
37032	A0A359IVQ5	A0A5D0XPZ2	A0A2C6E889
37033	A0A6G8FRP3	A0A5D0XPZ2	A0A2C6E889
37034	A0A8T6R2A3	A0A5D0XPZ2	A0A2C6E889
37035	UPI00124F5DB9	A0A5D0XPZ2	A0A2C6E889
37036	UPI0013036413	A0A5D0XPZ2	A0A2C6E889
37037	UPI001C62C811	A0A5D0XPZ2	A0A2C6E889
37038	A0A259S3D7	A0A5D0XPZ2	A0A2C6E889
37039	A0A8I1V3U7	A0A5D0XPZ2	A0A2C6E889
37040	UPI000E6604D0	A0A5D0XPZ2	A0A2C6E889
37041	UPI001ABD31F6	A0A5D0XPZ2	A0A2C6E889
37042	A0A3P3VXH8	A0A5D0XPZ2	A0A2C6E889
37043	A0A8I0VBM7	A0A5D0XPZ2	A0A2C6E889
37044	A0A938Y4I3	A0A5D0XPZ2	A0A2C6E889
37045	UPI0009A79E97	A0A5D0XPZ2	A0A2C6E889
37046	UPI001E3A22A2	A0A5D0XPZ2	A0A2C6E889
37047	A0A6N7ECS1	A0A5D0XPZ2	A0A2C6E889
37048	B0RIT2	A0A5D0XPZ2	A0A2C6E889
37049	UPI000E669F91	A0A5D0XPZ2	A0A2C6E889
37050	UPI00195BF185	A0A5D0XPZ2	A0A2C6E889
37051	UPI001F0565CA	A0A5D0XPZ2	A0A2C6E889
37052	UPI001FF5DA5F	A0A5D0XPZ2	A0A2C6E889
37053	A0A2V5JJQ7	A0A5D0XPZ2	A0A2C6E889
37054	UPI000E66E9D3	A0A5D0XPZ2	A0A2C6E889
37055	UPI001F39DB81	A0A5D0XPZ2	A0A2C6E889
37056	A0A1J4N5R2	A0A5D0XPZ2	A0A2C6E889
37057	UPI000B397719	A0A5D0XPZ2	A0A2C6E889
37058	UPI001365D061	A0A5D0XPZ2	A0A2C6E889
37059	UPI001430D50D	A0A5D0XPZ2	A0A2C6E889
37060	UPI001365D900	A0A5D0XPZ2	A0A2C6E889
37061	UPI00140C22E4	A0A5D0XPZ2	A0A2C6E889
37062	UPI00149438E1	A0A5D0XPZ2	A0A2C6E889
37063	A0A7W1UWP0	A0A5D0XPZ2	A0A2C6E889
37064	A0A838G7F3	A0A5D0XPZ2	A0A2C6E889
37065	UPI000FDAAE27	A0A5D0XPZ2	A0A2C6E889
37066	UPI00136611CE	A0A5D0XPZ2	A0A2C6E889
37067	UPI001D0A556C	A0A5D0XPZ2	A0A2C6E889
37068	UPI0013662D83	A0A5D0XPZ2	A0A2C6E889
37069	UPI001BCC5B99	A0A5D0XPZ2	A0A2C6E889
37070	UPI002112D55B	A0A5D0XPZ2	A0A2C6E889
37071	A0A6I1YKR0	A0A5D0XPZ2	A0A2C6E889
37072	UPI000CE90DAC	A0A5D0XPZ2	A0A2C6E889
37073	A0A099D9G3	A0A5D0XPZ2	A0A2C6E889
37074	UPI00054FACC8	A0A5D0XPZ2	A0A2C6E889
37075	UPI001366449F	A0A5D0XPZ2	A0A2C6E889
37076	A0A2S9AP43	A0A5D0XPZ2	A0A2C6E889
37077	D1BRS1	A0A5D0XPZ2	A0A2C6E889
37078	UPI0019431CFC	A0A5D0XPZ2	A0A2C6E889
37079	A0A6M1R1H9	A0A5D0XPZ2	A0A2C6E889
37080	UPI001F2C21A3	A0A5D0XPZ2	A0A2C6E889
37081	A0A399NHM3	A0A5D0XPZ2	A0A2C6E889
37082	A0A423UC74	A0A5D0XPZ2	A0A2C6E889
37083	A0A6G7XDL0	A0A5D0XPZ2	A0A2C6E889
37084	UPI001AA0B811	A0A5D0XPZ2	A0A2C6E889
37085	UPI001EF7C908	A0A5D0XPZ2	A0A2C6E889
37086	A0A6H0AU63	A0A5D0XPZ2	A0A2C6E889
37087	A0A931G739	A0A5D0XPZ2	A0A2C6E889
37088	M5BB99	A0A5D0XPZ2	A0A2C6E889
37089	UPI001AEA5B78	A0A5D0XPZ2	A0A2C6E889
37090	UPI001CBFAB7E	A0A5D0XPZ2	A0A2C6E889
37091	UPI001E37C72C	A0A5D0XPZ2	A0A2C6E889
37092	A0A399PZA7	A0A5D0XPZ2	A0A2C6E889
37093	A0A838K2J8	A0A5D0XPZ2	A0A2C6E889
37094	UPI000A3BD5E4	A0A5D0XPZ2	A0A2C6E889
37095	UPI001AA0ECD2	A0A5D0XPZ2	A0A2C6E889
37096	UPI001AAF8E05	A0A5D0XPZ2	A0A2C6E889
37097	UPI001D0316B1	A0A5D0XPZ2	A0A2C6E889
37098	UPI001FF401DD	A0A5D0XPZ2	A0A2C6E889
37099	UPI0021BE7C9F	A0A5D0XPZ2	A0A2C6E889
37100	A0A5Q6RYQ9	A0A5D0XPZ2	A0A2C6E889
37101	UPI001AA0FFBF	A0A5D0XPZ2	A0A2C6E889
37102	UPI001E2B8E38	A0A5D0XPZ2	A0A2C6E889
37103	A0A225CM13	A0A5D0XPZ2	A0A2C6E889
37104	UPI000262948F	A0A5D0XPZ2	A0A2C6E889
37105	UPI000A3C261F	A0A5D0XPZ2	A0A2C6E889
37106	A0A399TBZ4	A0A5D0XPZ2	A0A2C6E889
37107	E9V357	A0A5D0XPZ2	A0A2C6E889
37108	A0A087CHS0	A0A5D0XPZ2	A0A2C6E889
37109	A0A2A3X7F5	A0A5D0XPZ2	A0A2C6E889
37110	UPI000A3831EA	A0A5D0XPZ2	A0A2C6E889
37111	A0A0D5CL57	A0A5D0XPZ2	A0A2C6E889
37112	A0A448HJ14	A0A5D0XPZ2	A0A2C6E889
37113	UPI000CE79F2F	A0A5D0XPZ2	A0A2C6E889
37114	UPI000EFE76C9	A0A5D0XPZ2	A0A2C6E889
37115	UPI002243AD11	A0A5D0XPZ2	A0A2C6E889
37116	UPI0022A8EDBC	A0A5D0XPZ2	A0A2C6E889
37117	A0A2W6CTJ3	A0A5D0XPZ2	A0A2C6E889
37118	UPI000F00806A	A0A5D0XPZ2	A0A2C6E889
37119	A0A2S5ITK0	A0A5D0XPZ2	A0A2C6E889
37120	A0A971CZL1	A0A5D0XPZ2	A0A2C6E889
37121	A0A974WQ98	A0A5D0XPZ2	A0A2C6E889
37122	UPI0005F8EC82	A0A5D0XPZ2	A0A2C6E889
37123	UPI00096AB6AF	A0A5D0XPZ2	A0A2C6E889
37124	UPI0019EFB790	A0A5D0XPZ2	A0A2C6E889
37125	A0A7X9SV39	A0A5D0XPZ2	A0A2C6E889
37126	UPI000627AFC6	A0A5D0XPZ2	A0A2C6E889
37127	A0A6B8TQX1	A0A5D0XPZ2	A0A2C6E889
37128	UPI001E323FD3	A0A5D0XPZ2	A0A2C6E889
37129	A0A494RSB7	A0A5D0XPZ2	A0A2C6E889
37130	UPI000693C90E	UPI000693C90E	
37131	UPI0009DE7003	A0A3A9SWD1	A0A2C6E889
37132	UPI0003FBDCAB	A0A3A9SWD1	A0A2C6E889
37133	UPI000423339D	A0A3A9SWD1	A0A2C6E889
37134	UPI0009DB6E37	A0A3A9SWD1	A0A2C6E889
37135	UPI0003B37FB2	A0A3A9SWD1	A0A2C6E889
37136	UPI00041AC4EC	A0A3A9SWD1	A0A2C6E889
37137	UPI0004079006	A0A3A9SWD1	A0A2C6E889
37138	UPI000428E0FA	A0A3A9SWD1	A0A2C6E889
37139	UPI0004134CC6	A0A3A9SWD1	A0A2C6E889
37140	UPI00040E18D3	A0A3A9SWD1	A0A2C6E889
37141	UPI0003B5A919	A0A3A9SWD1	A0A2C6E889
37142	UPI0006889243	A0A3A9SWD1	A0A2C6E889
37143	UPI00068A63B1	A0A3A9SWD1	A0A2C6E889
37144	UPI0003B2FF25	A0A3A9SWD1	A0A2C6E889
37145	UPI00041F25CC	A0A3A9SWD1	A0A2C6E889
37146	UPI0003B46DB8	A0A3A9SWD1	A0A2C6E889
37147	UPI0003B3D953	A0A3A9SWD1	A0A2C6E889
37148	UPI0004AE63A9	A0A3A9SWD1	A0A2C6E889
37149	UPI0009DF3A7B	A0A3A9SWD1	A0A2C6E889
37150	A0A3A9SWD1	A0A3A9SWD1	A0A2C6E889
37151	A0A3A9SN06	A0A3A9SWD1	A0A2C6E889
37152	UPI0004040707	A0A3A9SWD1	A0A2C6E889
37153	UPI0009DF9AE6	A0A3A9SWD1	A0A2C6E889
37154	A0A3A9SER5	A0A3A9SWD1	A0A2C6E889
37155	UPI000560C1F1	A0A3A9SWD1	A0A2C6E889
37156	UPI000417855F	A0A3A9SWD1	A0A2C6E889
37157	UPI00188D1170	A0A378NI99	A0A3E3E572
37158	UPI001FDEF009	A0A378NI99	A0A3E3E572
37159	UPI001F1C945A	A0A378NI99	A0A3E3E572
37160	UPI000B40C845	A0A378NI99	A0A3E3E572
37161	A0A378NI99	A0A378NI99	A0A3E3E572
37162	UPI001C8DAAFC	A0A378NI99	A0A3E3E572
37163	UPI00106D8D2D	A0A378NI99	A0A3E3E572
37164	UPI00119FF69A	A0A378NI99	A0A3E3E572
37165	UPI0020CC1CA5	A0A378NI99	A0A3E3E572
37166	UPI0013031F72	A0A378NI99	A0A3E3E572
37167	A0A7U6DRJ3	A0A378NI99	A0A3E3E572
37168	UPI0020050BB4	A0A378NI99	A0A3E3E572
37169	UPI0011AB6B42	A0A378NI99	A0A3E3E572
37170	UPI0015D7F032	A0A378NI99	A0A3E3E572
37171	UPI001C22E4F9	A0A378NI99	A0A3E3E572
37172	UPI0013038533	A0A378NI99	A0A3E3E572
37173	UPI001D0C9C4D	A0A378NI99	A0A3E3E572
37174	UPI0019D30864	A0A378NI99	A0A3E3E572
37175	A0A4Y9HBT6	A0A378NI99	A0A3E3E572
37176	UPI00200600CC	A0A378NI99	A0A3E3E572
37177	UPI0005CC883B	A0A378NI99	A0A3E3E572
37178	A0A5E8QDI6	A0A378NI99	A0A3E3E572
37179	UPI0019CF9F92	A0A378NI99	A0A3E3E572
37180	UPI000BACBCC5	A0A378NI99	A0A3E3E572
37181	UPI0019CFED2F	A0A378NI99	A0A3E3E572
37182	UPI0016245A20	A0A378NI99	A0A3E3E572
37183	A0A4Y8PIE5	A0A378NI99	A0A3E3E572
37184	A0A509Y5F5	A0A378NI99	A0A3E3E572
37185	A0A653J0U2	A0A378NI99	A0A3E3E572
37186	UPI000B86C495	A0A378NI99	A0A3E3E572
37187	UPI0010A41565	A0A378NI99	A0A3E3E572
37188	UPI00037D68E3	A0A378NI99	A0A3E3E572
37189	UPI00076798FF	A0A378NI99	A0A3E3E572
37190	UPI00035F9F9E	A0A378NI99	A0A3E3E572
37191	UPI00080DDC85	A0A378NI99	A0A3E3E572
37192	A0A653SSZ5	A0A378NI99	A0A3E3E572
37193	A0A410XQY5	A0A378NI99	A0A3E3E572
37194	UPI001E6136B1	A0A378NI99	A0A3E3E572
37195	UPI0013D27D6E	A0A378NI99	A0A3E3E572
37196	UPI0015C4BA97	A0A378NI99	A0A3E3E572
37197	A0A3M8K7M8	A0A378NI99	A0A3E3E572
37198	UPI0018C90121	A0A378NI99	A0A3E3E572
37199	UPI0021693E62	A0A378NI99	A0A3E3E572
37200	UPI00106DA661	A0A378NI99	A0A3E3E572
37201	A0A2S8UB10	A0A378NI99	A0A3E3E572
37202	A0A4S5E2Z3	A0A378NI99	A0A3E3E572
37203	A0A2S8UDL2	A0A378NI99	A0A3E3E572
37204	A0A4P7SKR0	A0A378NI99	A0A3E3E572
37205	A0A5R9BAP0	A0A378NI99	A0A3E3E572
37206	UPI0018681724	A0A378NI99	A0A3E3E572
37207	A0A975XWM0	A0A378NI99	A0A3E3E572
37208	UPI0019578111	A0A378NI99	A0A3E3E572
37209	UPI001A942ED0	A0A378NI99	A0A3E3E572
37210	UPI001AE109DC	A0A378NI99	A0A3E3E572
37211	UPI000CE405EC	A0A378NI99	A0A3E3E572
37212	UPI001C62D7CD	A0A378NI99	A0A3E3E572
37213	UPI001A94AAAF	A0A378NI99	A0A3E3E572
37214	UPI00040C692F	A0A378NI99	A0A3E3E572
37215	UPI0003D79D4E	A0A378NI99	A0A3E3E572
37216	UPI001D0D5D07	A0A378NI99	A0A3E3E572
37217	UPI0020361844	A0A378NI99	A0A3E3E572
37218	UPI0021079C6D	A0A378NI99	A0A3E3E572
37219	A0A3S0XPB6	A0A378NI99	A0A3E3E572
37220	UPI00041924B0	A0A378NI99	A0A3E3E572
37221	UPI001A953427	A0A378NI99	A0A3E3E572
37222	UPI0015730D1C	A0A378NI99	A0A3E3E572
37223	UPI0021D51347	A0A378NI99	A0A3E3E572
37224	A0A2S8ZW39	A0A378NI99	A0A3E3E572
37225	S2WIP8	A0A378NI99	A0A3E3E572
37226	UPI00195C6DCE	A0A378NI99	A0A3E3E572
37227	UPI001D0DF3F3	A0A378NI99	A0A3E3E572
37228	A0A522NMX8	A0A378NI99	A0A3E3E572
37229	A0A4Y8JSF7	A0A378NI99	A0A3E3E572
37230	UPI0018892332	A0A378NI99	A0A3E3E572
37231	A0A4Y3W1S5	A0A378NI99	A0A3E3E572
37232	A0A6H1WBY8	A0A378NI99	A0A3E3E572
37233	UPI0016658AFB	A0A378NI99	A0A3E3E572
37234	A0A5C4IWC8	A0A378NI99	A0A3E3E572
37235	UPI00035F52E1	A0A378NI99	A0A3E3E572
37236	UPI00216ADA43	A0A378NI99	A0A3E3E572
37237	UPI001D0EBBFD	A0A378NI99	A0A3E3E572
37238	UPI001E424ECA	A0A378NI99	A0A3E3E572
37239	UPI002168C1F8	A0A378NI99	A0A3E3E572
37240	UPI001069D41F	A0A378NI99	A0A3E3E572
37241	UPI0018E6F917	A0A378NI99	A0A3E3E572
37242	UPI001D0F082F	A0A378NI99	A0A3E3E572
37243	UPI001FABED15	A0A378NI99	A0A3E3E572
37244	UPI000890845D	A0A378NI99	A0A3E3E572
37245	UPI001AAFB125	A0A378NI99	A0A3E3E572
37246	UPI00047EA41C	A0A378NI99	A0A3E3E572
37247	UPI0015E3BADC	A0A378NI99	A0A3E3E572
37248	UPI001D0F362D	A0A378NI99	A0A3E3E572
37249	A0A7L7Z1E3	A0A378NI99	A0A3E3E572
37250	UPI00106C5D71	A0A378NI99	A0A3E3E572
37251	UPI001FFA048A	A0A378NI99	A0A3E3E572
37252	UPI0013577C77	A0A378NI99	A0A3E3E572
37253	UPI001248D1B2	A0A378NI99	A0A3E3E572
37254	A0A849K7F0	A0A378NI99	A0A3E3E572
37255	A0A940F5H6	A0A378NI99	A0A3E3E572
37256	UPI002101E9D4	A0A378NI99	A0A3E3E572
37257	UPI0003AAB723	A0A378NI99	A0A3E3E572
37258	UPI001C053BF9	A0A378NI99	A0A3E3E572
37259	UPI001C6E815B	A0A378NI99	A0A3E3E572
37260	UPI001EE9832A	A0A378NI99	A0A3E3E572
37261	UPI001FB84766	A0A378NI99	A0A3E3E572
37262	A0A7T2WNV0	A0A378NI99	A0A3E3E572
37263	UPI001E3FAD40	A0A378NI99	A0A3E3E572
37264	UPI001FFD0D6D	A0A378NI99	A0A3E3E572
37265	A0A3N9WZF6	A0A378NI99	A0A3E3E572
37266	UPI000372C15D	A0A378NI99	A0A3E3E572
37267	UPI00040B30EC	A0A378NI99	A0A3E3E572
37268	UPI001C6EFFF7	A0A378NI99	A0A3E3E572
37269	UPI00201C6848	A0A378NI99	A0A3E3E572
37270	A0A449D7Q7	A0A378NI99	A0A3E3E572
37271	A0A4R4QTM4	A0A378NI99	A0A3E3E572
37272	A0A919T113	A0A378NI99	A0A3E3E572
37273	A0A924VHU8	A0A378NI99	A0A3E3E572
37274	UPI001EE99332	A0A378NI99	A0A3E3E572
37275	A0A3N9X7E2	A0A378NI99	A0A3E3E572
37276	A0A5C4VKQ6	A0A378NI99	A0A3E3E572
37277	UPI000CE3B2D4	A0A378NI99	A0A3E3E572
37278	UPI001B36E2B1	A0A378NI99	A0A3E3E572
37279	UPI001FECA2E4	A0A378NI99	A0A3E3E572
37280	UPI00096C1842	A0A378NI99	A0A3E3E572
37281	UPI001411FBF5	A0A378NI99	A0A3E3E572
37282	UPI001F053909	A0A378NI99	A0A3E3E572
37283	A0A229TBT9	A0A378NI99	A0A3E3E572
37284	A0A3N9XNH7	A0A378NI99	A0A3E3E572
37285	A0A3S4SRT3	A0A378NI99	A0A3E3E572
37286	A0A8J3FN91	A0A378NI99	A0A3E3E572
37287	UPI000399C43F	A0A378NI99	A0A3E3E572
37288	UPI000DC2F37A	A0A378NI99	A0A3E3E572
37289	UPI0021C331C6	A0A378NI99	A0A3E3E572
37290	A0A7Y0CUF3	A0A378NI99	A0A3E3E572
37291	A0A895YJ01	A0A378NI99	A0A3E3E572
37292	UPI00037AB2D3	A0A378NI99	A0A3E3E572
37293	A0A7Y0DHN2	A0A378NI99	A0A3E3E572
37294	UPI000BF571D2	A0A378NI99	A0A3E3E572
37295	UPI00145E5465	A0A378NI99	A0A3E3E572
37296	UPI0018C9F59A	A0A378NI99	A0A3E3E572
37297	UPI0021AD1F84	A0A378NI99	A0A3E3E572
37298	A0A545ARQ3	A0A378NI99	A0A3E3E572
37299	A0A6I3IMP5	A0A378NI99	A0A3E3E572
37300	UPI000CE43A90	A0A378NI99	A0A3E3E572
37301	UPI000DC3A380	A0A378NI99	A0A3E3E572
37302	UPI00096EDA87	A0A378NI99	A0A3E3E572
37303	UPI000D55AEA0	A0A378NI99	A0A3E3E572
37304	UPI0018CB3754	A0A378NI99	A0A3E3E572
37305	A0A7K1GYS0	A0A378NI99	A0A3E3E572
37306	UPI0004B65BB7	A0A378NI99	A0A3E3E572
37307	UPI00096C7B55	A0A378NI99	A0A3E3E572
37308	A0A2I1KFV0	A0A378NI99	A0A3E3E572
37309	A0A7J5DTC0	A0A378NI99	A0A3E3E572
37310	UPI0009DD929E	A0A378NI99	A0A3E3E572
37311	UPI00214F9886	A0A378NI99	A0A3E3E572
37312	A0A1Q2CFB6	A0A378NI99	A0A3E3E572
37313	A0A4Y3MSF4	A0A378NI99	A0A3E3E572
37314	UPI00091239A7	A0A378NI99	A0A3E3E572
37315	UPI0022ABA1DB	A0A378NI99	A0A3E3E572
37316	UPI00188C9E9A	A0A378NI99	A0A3E3E572
37317	UPI000CE51AC4	A0A378NI99	A0A3E3E572
37318	UPI0015FB6F16	A0A378NI99	A0A3E3E572
37319	A0A4Y8JYM3	A0A378NI99	A0A3E3E572
37320	A0A7G5M115	A0A378NI99	A0A3E3E572
37321	A0A7Y0JMT9	A0A378NI99	A0A3E3E572
37322	UPI000408FBEA	A0A378NI99	A0A3E3E572
37323	UPI001FD28743	A0A378NI99	A0A3E3E572
37324	A0A1Q2TQA9	A0A378NI99	A0A3E3E572
37325	UPI0003A6328C	A0A378NI99	A0A3E3E572
37326	A0A1H8LW26	A0A378NI99	A0A3E3E572
37327	UPI0004C2437D	A0A378NI99	A0A3E3E572
37328	UPI0009FC8C19	A0A378NI99	A0A3E3E572
37329	UPI001F231ADE	A0A378NI99	A0A3E3E572
37330	A0A7J9VY58	A0A378NI99	A0A3E3E572
37331	UPI0012EA7932	A0A378NI99	A0A3E3E572
37332	UPI001B387AED	A0A378NI99	A0A3E3E572
37333	UPI001F1802DB	A0A378NI99	A0A3E3E572
37334	A0A4R4KXW7	A0A378NI99	A0A3E3E572
37335	A0A4R8XGZ9	A0A378NI99	A0A3E3E572
37336	UPI0003A795CC	A0A378NI99	A0A3E3E572
37337	UPI00141FCE13	A0A378NI99	A0A3E3E572
37338	UPI001EE86EA9	A0A378NI99	A0A3E3E572
37339	A0A4R9A283	A0A378NI99	A0A3E3E572
37340	A0A5C4MU78	A0A378NI99	A0A3E3E572
37341	UPI001EE8752F	A0A378NI99	A0A3E3E572
37342	UPI001FFDDEDB	A0A378NI99	A0A3E3E572
37343	A0A508A2Y8	A0A378NI99	A0A3E3E572
37344	A0A8J3Z7V0	A0A378NI99	A0A3E3E572
37345	UPI00096D5ACE	A0A378NI99	A0A3E3E572
37346	UPI001C640674	A0A378NI99	A0A3E3E572
37347	UPI000DBF4F4B	A0A378NI99	A0A3E3E572
37348	UPI00106B0C57	A0A378NI99	A0A3E3E572
37349	U1QK83	A0A378NI99	A0A3E3E572
37350	UPI0019448270	A0A378NI99	A0A3E3E572
37351	A0A3A9YZZ2	A0A378NI99	A0A3E3E572
37352	A0A7C6XR76	A0A378NI99	A0A3E3E572
37353	UPI00096DA7D8	A0A378NI99	A0A3E3E572
37354	A0A8J4EG43	A0A378NI99	A0A3E3E572
37355	U1RPG1	A0A378NI99	A0A3E3E572
37356	UPI000378AF2B	A0A378NI99	A0A3E3E572
37357	UPI000DBF9E8F	A0A378NI99	A0A3E3E572
37358	UPI000361C6B9	A0A378NI99	A0A3E3E572
37359	UPI001C6E5CEA	A0A378NI99	A0A3E3E572
37360	UPI001EE9566F	A0A378NI99	A0A3E3E572
37361	UPI000476A01A	A0A378NI99	A0A3E3E572
37362	UPI00215A4E17	A0A378NI99	A0A3E3E572
37363	A0A4P8HF22	A0A378NI99	A0A3E3E572
37364	UPI00130E16E7	A0A378NI99	A0A3E3E572
37365	UPI002003886D	A0A378NI99	A0A3E3E572
37366	A0A5B8SDM3	A0A378NI99	A0A3E3E572
37367	A0A2N3GMR4	A0A378NI99	A0A3E3E572
37368	UPI000A41CBAD	A0A378NI99	A0A3E3E572
37369	UPI0019D1AD8A	A0A378NI99	A0A3E3E572
37370	UPI000493A172	A0A378NI99	A0A3E3E572
37371	UPI00205880B1	A0A378NI99	A0A3E3E572
37372	UPI0021152737	A0A378NI99	A0A3E3E572
