	ld_carboxypeptidases_unclustered	ld_carboxypeptidases_mmseqs_cluster	ld_carboxypeptidases_foldseek_cluster
39704	UPI0018CC761A	UPI0018CC761A	
39705	UPI0018E42E48	UPI0018E42E48	
39706	UPI000CF1B09E	UPI0018E42E48	
39707	UPI00191515BA	UPI00191515BA	
39708	UPI001E3C4C83	UPI00191515BA	
39709	UPI001F438CD0	UPI00191515BA	
39710	UPI001E515D8E	UPI00191515BA	
39711	UPI001E56996A	UPI00191515BA	
39712	UPI0021A57AC4	UPI00191515BA	
39713	A0A4Q1Q5H8	UPI00191515BA	
39714	UPI001F3F4C41	UPI00191515BA	
39715	A0A3G6JDL4	UPI00191515BA	
39716	A0A5R9DGP7	UPI00191515BA	
39717	UPI001E4078AF	UPI00191515BA	
39718	UPI002223A3DF	UPI00191515BA	
39719	UPI0022839A98	UPI00191515BA	
39720	UPI001E438555	UPI00191515BA	
39721	UPI001C709740	UPI00191515BA	
39722	UPI001F487AE3	UPI00191515BA	
39723	UPI001E2AEDDA	UPI00191515BA	
39724	UPI001E43B48A	UPI00191515BA	
39725	UPI001E498CD4	UPI00191515BA	
39726	UPI001F19DBBF	UPI00191515BA	
39727	A0A4V2E160	UPI00191515BA	
39728	UPI001CD85818	UPI00191515BA	
39729	A0A4R5N5C8	UPI00191515BA	
39730	UPI0007CD6AF0	UPI00191515BA	
39731	UPI0021A94215	UPI00191515BA	
39732	A0A061CI30	UPI00191515BA	
39733	A0A4Y3JS48	UPI00191515BA	
39734	UPI001E2DDDEF	UPI00191515BA	
39735	UPI0009836471	UPI00191515BA	
39736	UPI001F417B67	UPI00191515BA	
39737	UPI0001DC9817	UPI00191515BA	
39738	UPI001E600E41	UPI00191515BA	
39739	UPI0004A5CC76	UPI00191515BA	
39740	UPI0015941379	UPI00191515BA	
39741	UPI001E4FD6C6	UPI00191515BA	
39742	UPI001F2E8AED	UPI00191515BA	
39743	UPI0021A9CC45	UPI00191515BA	
39744	UPI0019CFD479	UPI00191515BA	
39745	UPI001F3A4816	UPI00191515BA	
39746	UPI001F46784D	UPI00191515BA	
39747	UPI001C1E090F	UPI00191515BA	
39748	A0A809EHZ3	UPI00191515BA	
39749	UPI0001EC32E1	UPI00191515BA	
39750	UPI001E428B01	UPI00191515BA	
39751	UPI001E4B4634	UPI00191515BA	
39752	UPI001E3828F6	UPI00191515BA	
39753	UPI001E47F300	UPI00191515BA	
39754	UPI001F3EB103	UPI00191515BA	
39755	UPI001E5E0C9B	UPI00191515BA	
39756	A0A1L3KBW4	UPI00191515BA	
39757	A0A6G6GT97	UPI00191515BA	
39758	UPI0005E983B0	UPI00191515BA	
39759	A0A1X9TSZ6	UPI00191515BA	
39760	F0HTD3	UPI00191515BA	
39761	UPI0011542449	UPI00191515BA	
39762	UPI001E38D3B3	UPI00191515BA	
39763	UPI001E591FCC	UPI00191515BA	
39764	UPI001F1B6286	UPI00191515BA	
39765	A0A844FNG4	UPI00191515BA	
39766	A0A6A8MB12	UPI00191515BA	
39767	UPI0015FB9153	UPI0015FB9153	
39768	UPI0018846E3B	UPI0018846E3B	
39769	UPI001895DA96	UPI001895DA96	
39770	A0A7K3XCC5	UPI001895DA96	
39771	UPI00194DD046	UPI001895DA96	
39772	UPI0014713C42	UPI001895DA96	
39773	UPI0018932894	UPI001895DA96	
39774	UPI0009FC0633	UPI001895DA96	
39775	UPI000F45C6BE	UPI001895DA96	
39776	UPI001BD0E68C	UPI001895DA96	
39777	UPI000CEB83D8	UPI001895DA96	
39778	A0A7V0Q453	UPI001895DA96	
39779	UPI00195F706C	UPI00195F706C	
39780	A0A4Z0GLA1	UPI00195F706C	
39781	UPI00028869F8	UPI00195F706C	
39782	A0A4Q4IDY7	UPI00195F706C	
39783	A0A917W565	UPI00195F706C	
39784	A0A4Q4IF35	UPI00195F706C	
39785	UPI0020985828	UPI00195F706C	
39786	UPI000C2666AC	UPI00195F706C	
39787	UPI0019536EF0	UPI0019536EF0	
39788	UPI0020C38929	UPI0019536EF0	
39789	UPI001C26ED5F	UPI001C26ED5F	
39790	UPI001E60C0E2	UPI001E60C0E2	
39791	UPI001313F837	UPI001313F837	
39792	UPI0013F042BD	UPI0013F042BD	
39793	UPI001431C1E4	UPI001431C1E4	
39794	UPI0015D0830E	UPI0015D0830E	
39795	UPI0015E155DB	UPI0015E155DB	
39796	A0A1G6H5S1	UPI0015E155DB	
39797	UPI001D146C2B	UPI0015E155DB	
39798	UPI001F18A368	UPI0015E155DB	
39799	UPI001A4EB39D	UPI0015E155DB	
39800	UPI001ED9A63F	UPI0015E155DB	
39801	UPI0020C0B158	UPI0015E155DB	
39802	UPI00158C7841	UPI00158C7841	
39803	UPI001A8EBEC4	UPI001A8EBEC4	
39804	T0CWY4	UPI001A8EBEC4	
39805	UPI001CAA28EC	UPI001CAA28EC	
39806	UPI001E5DD8DA	UPI001E5DD8DA	
39807	A0A524K2K9	A0A524K2K9	A0A7C1D5R2
39808	A0A949A8L9	A0A524K2K9	A0A7C1D5R2
39809	A0A831P8K5	A0A524K2K9	A0A7C1D5R2
39810	A0A538SPN1	A0A538SPN1	A0A7C0UC19
39811	A0A538SBT3	A0A538SPN1	A0A7C0UC19
39812	A0A538T7C1	A0A538SPN1	A0A7C0UC19
39813	A0A538TJ15	A0A538SPN1	A0A7C0UC19
39814	A0A538TJU2	A0A538SPN1	A0A7C0UC19
39815	A0A5N0EFW8	A0A5N0EFW8	A0A5N0EFW8
39816	A0A6I0F036	A0A6I0F036	A0A6P1AQ49
39817	A0A6I2GGR9	A0A6I2GGR9	A0A7C0UC19
39818	A0A844BYL5	A0A6I2GGR9	A0A7C0UC19
39819	A0A844CJG8	A0A6I2GGR9	A0A7C0UC19
39820	A0A7C6ABS1	A0A7C6ABS1	A0A660LXD8
39821	A0A7D5N074	A0A7D5N074	A0A7D5N074
39822	A0A7J0AZH1	A0A7J0AZH1	A0A7J0AZH1
39823	A0A7T2FJR9	A0A7T2FJR9	A0A7Y2YMV3
39824	A0A7V4IX61	A0A7V4IX61	A0A7V4IX61
39825	A0A955Y3K9	A0A955Y3K9	
39826	A0A956PDH9	A0A956PDH9	
39827	A0A958RP74	A0A958RP74	
39828	A0A3D2CEW8	A0A958RP74	
39829	A0A4Q6EQK7	A0A958RP74	
39830	A0A958PQH2	A0A958RP74	
39831	A0A1Y5F9T5	A0A958RP74	
39832	A0A2E3W5I2	A0A958RP74	
39833	A0A150WNU5	A0A958RP74	
39834	UPI000FD713DF	A0A958RP74	
39835	UPI000693B7C1	A0A958RP74	
39836	A0A838WAQ7	A0A958RP74	
39837	A0A4Q6CMB1	A0A958RP74	
39838	A0A1F3TWW6	A0A958RP74	
39839	A0A2K9NV94	A0A958RP74	
39840	UPI0012FD9B0D	A0A958RP74	
39841	A0A5S9F125	A0A958RP74	
39842	A0A924PF76	A0A958RP74	
39843	A0A944N845	A0A958RP74	
39844	T0SDH0	A0A958RP74	
39845	A0A150RE69	A0A958RP74	
39846	A0A150Q6A9	A0A958RP74	
39847	A0A833N4M1	A0A958RP74	
39848	A0A4P2VQ05	A0A958RP74	
39849	UPI00131A7384	A0A958RP74	
39850	A0A976PGA0	A0A958RP74	
39851	A8ZU88	A8ZU88	A0A7C0UC19
39852	A0A1W9Q0Z8	A8ZU88	A0A7C0UC19
39853	N2BMX6	N2BMX6	A0A7C0UC19
39854	UPI0003F5CC02	N2BMX6	A0A7C0UC19
39855	A0A133XPS9	N2BMX6	A0A7C0UC19
39856	U4KPL8	U4KPL8	A0A7C1D5R2
39857	A0A357WI60	U4KPL8	A0A7C1D5R2
39858	A0A7X8X1S8	U4KPL8	A0A7C1D5R2
39859	UPI0021C68790	U4KPL8	A0A7C1D5R2
39860	A0A970LK58	U4KPL8	A0A7C1D5R2
39861	UPI0021E567CE	U4KPL8	A0A7C1D5R2
39862	UPI001958ECDA	U4KPL8	A0A7C1D5R2
39863	A0A7C6CEX8	U4KPL8	A0A7C1D5R2
39864	UPI00041681D2	UPI00041681D2	
39865	UPI00040CEEB8	UPI00041681D2	
39866	A0A927VK30	UPI00041681D2	
39867	UPI000403ACE6	UPI00041681D2	
39868	A0A939V3M4	UPI00041681D2	
39869	A0A3C0ZZL8	UPI00041681D2	
39870	UPI00097C5CDD	UPI00097C5CDD	
39871	UPI0021B3C73E	UPI00097C5CDD	
39872	UPI0020915A3E	UPI00097C5CDD	
39873	UPI001CEC3BD8	UPI00097C5CDD	
39874	UPI001F4A19B8	UPI00097C5CDD	
39875	UPI0021C16487	UPI00097C5CDD	
39876	UPI00162150E4	UPI00097C5CDD	
39877	A0A519EE37	UPI00097C5CDD	
39878	UPI000830BE7C	UPI00097C5CDD	
39879	UPI00160F0AFA	UPI00097C5CDD	
39880	UPI00160F21F3	UPI00097C5CDD	
39881	A0A246J0X0	UPI00097C5CDD	
39882	A0A0Q8H9Y4	UPI00097C5CDD	
39883	A0A254N1J0	UPI00097C5CDD	
39884	A0A5C7UTG1	UPI00097C5CDD	
39885	A0A2W5DRL2	UPI00097C5CDD	
39886	A0A0Q7SRU4	UPI00097C5CDD	
39887	A0A0Q6TGN8	UPI00097C5CDD	
39888	A0A952L6V3	UPI00097C5CDD	
39889	A0A0Q6X1Q8	UPI00097C5CDD	
39890	UPI001F476F62	UPI00097C5CDD	
39891	A0A3S0F9X8	UPI00097C5CDD	
39892	A0A3S2XYB9	UPI00097C5CDD	
39893	UPI00226F88E2	UPI00097C5CDD	
39894	A0A931ITT1	UPI00097C5CDD	
39895	A0A7S9C3T9	UPI00097C5CDD	
39896	UPI001D01192A	UPI00097C5CDD	
39897	UPI00224ADB2C	UPI00097C5CDD	
39898	A0A931J5R5	UPI00097C5CDD	
39899	UPI0021D4DE6F	UPI00097C5CDD	
39900	UPI0021E3F00C	UPI00097C5CDD	
39901	A0A950HV81	UPI00097C5CDD	
39902	A0A936EXA1	UPI00097C5CDD	
39903	A0A925KHJ4	UPI00097C5CDD	
39904	A0A965JPS8	UPI00097C5CDD	
39905	UPI001F2CE402	UPI00097C5CDD	
39906	A0A936X4V5	UPI00097C5CDD	
39907	UPI000B2C3648	UPI000B2C3648	
39908	UPI000AC9B8F6	UPI000AC9B8F6	
39909	UPI000D3EC7D1	UPI000D3EC7D1	
39910	A0A972XBN7	UPI000D3EC7D1	
39911	A0A965WGJ9	UPI000D3EC7D1	
39912	UPI00192998BF	UPI00192998BF	
39913	UPI0019569D48	UPI0019569D48	
39914	A0A345BZN4	UPI0019569D48	
39915	A0A7T6ZDW1	UPI0019569D48	
39916	A0A7T7CDJ0	UPI0019569D48	
39917	UPI001358C045	UPI0019569D48	
39918	A0A514LIQ7	UPI0019569D48	
39919	UPI001BAA1AEC	UPI001BAA1AEC	
39920	UPI001BE699FB	UPI001BAA1AEC	
39921	UPI001CCBBD0D	UPI001CCBBD0D	
39922	UPI001CCC9DD9	UPI001CCBBD0D	
39923	UPI001934AD84	UPI001CCBBD0D	
39924	A0A4S3LX94	UPI001CCBBD0D	
39925	UPI00224885E2	UPI001CCBBD0D	
39926	UPI00095062DB	UPI001CCBBD0D	
39927	UPI0009859F87	UPI001CCBBD0D	
39928	UPI00201ADB65	UPI001CCBBD0D	
39929	UPI0004F6A290	UPI001CCBBD0D	
39930	UPI0015B897BE	UPI001CCBBD0D	
39931	UPI00191D6423	UPI001CCBBD0D	
39932	UPI001F309FFE	UPI001CCBBD0D	
39933	UPI0003ED7A9C	UPI001CCBBD0D	
39934	F0RH26	UPI001CCBBD0D	
39935	UPI00051D7E40	UPI001CCBBD0D	
39936	UPI0013FDE4ED	UPI001CCBBD0D	
39937	UPI00131ACFF4	UPI001CCBBD0D	
39938	UPI001C1F214B	UPI001CCBBD0D	
39939	A0A7W2P232	UPI001CCBBD0D	
39940	E6XBA1	UPI001CCBBD0D	
39941	UPI00214885FC	UPI001CCBBD0D	
39942	K2Q3B1	UPI001CCBBD0D	
39943	A0A0U4A3L1	A0A0U4A3L1	A0A317QD51
39944	A0A4R2Z2L7	A0A0U4A3L1	A0A317QD51
39945	A0A542BSS0	A0A0U4A3L1	A0A317QD51
39946	A0A542BX98	A0A0U4A3L1	A0A317QD51
39947	A0A1G5Q6B4	A0A0U4A3L1	A0A317QD51
39948	A0A4V3EE04	A0A0U4A3L1	A0A317QD51
39949	A0A8G2G5J5	A0A0U4A3L1	A0A317QD51
39950	A0A8B4GYT8	A0A0U4A3L1	A0A317QD51
39951	A0A3N4WDI5	A0A0U4A3L1	A0A317QD51
39952	A0A420XFI9	A0A0U4A3L1	A0A317QD51
39953	A0A3N4VIS9	A0A0U4A3L1	A0A317QD51
39954	A0A4R3YIM7	A0A0U4A3L1	A0A317QD51
39955	A0A1H3W3P7	A0A0U4A3L1	A0A317QD51
39956	A0A653KSZ6	A0A0U4A3L1	A0A317QD51
39957	A0A1N7ATN1	A0A0U4A3L1	A0A317QD51
39958	A0A327QDA9	A0A0U4A3L1	A0A317QD51
39959	A0A4R3YDS4	A0A0U4A3L1	A0A317QD51
39960	A0A1W1UD77	A0A0U4A3L1	A0A317QD51
39961	A0A4V2PTM9	A0A0U4A3L1	A0A317QD51
39962	A0A4R2N033	A0A0U4A3L1	A0A317QD51
39963	A0A4R2TF45	A0A0U4A3L1	A0A317QD51
39964	A0A4R6VLS2	A0A0U4A3L1	A0A317QD51
39965	A0A1H7Z5M5	A0A0U4A3L1	A0A317QD51
39966	A0A4R1G8D4	A0A0U4A3L1	A0A317QD51
39967	A0A2U0THD8	A0A0U4A3L1	A0A317QD51
39968	A0A1C6Z753	A0A0U4A3L1	A0A317QD51
39969	A0A366IBA3	A0A0U4A3L1	A0A317QD51
39970	A0A4R3VTP6	A0A0U4A3L1	A0A317QD51
39971	A0A370QRV3	A0A0U4A3L1	A0A317QD51
39972	A0A4R1NQM3	A0A0U4A3L1	A0A317QD51
39973	A0A1I3N2J4	A0A0U4A3L1	A0A317QD51
39974	A0A1I7GEB5	A0A0U4A3L1	A0A317QD51
39975	A0A4R3NMX0	A0A0U4A3L1	A0A317QD51
39976	A0A1M7B001	A0A0U4A3L1	A0A317QD51
39977	A0A3D9UEG2	A0A0U4A3L1	A0A317QD51
39978	A0A1I4YU15	A0A0U4A3L1	A0A317QD51
39979	A0A1B2A7L7	A0A1B2A7L7	A0A6I1MJ35
39980	UPI00223EBA48	A0A1B2A7L7	A0A6I1MJ35
39981	UPI001EF7EBDA	A0A1B2A7L7	A0A6I1MJ35
39982	UPI0020C7AE75	A0A1B2A7L7	A0A6I1MJ35
39983	A0A1C9WBY2	A0A1C9WBY2	A0A0B0HVF0
39984	A0A1I0DJ07	A0A1I0DJ07	A0A317QD51
39985	A0A1I6I6J3	A0A1I6I6J3	A0A1M6S136
39986	A0A1M6QLP0	A0A1M6QLP0	A0A317QD51
39987	A0A1M6QNG2	A0A1M6QLP0	A0A317QD51
39988	A0A285ZVK8	A0A1M6QLP0	A0A317QD51
39989	A0A1M6TQ03	A0A1M6QLP0	A0A317QD51
39990	A0A1M6UIA4	A0A1M6QLP0	A0A317QD51
39991	A0A1M6V1V7	A0A1M6QLP0	A0A317QD51
39992	A0A380RTK1	A0A1M6QLP0	A0A317QD51
39993	A0A1M6W321	A0A1M6QLP0	A0A317QD51
39994	A0A1M7F8J2	A0A1M6QLP0	A0A317QD51
39995	A0A316BG12	A0A1M6QLP0	A0A317QD51
39996	A0A1M5DLG0	A0A1M6QLP0	A0A317QD51
39997	A0A1N6H5X1	A0A1M6QLP0	A0A317QD51
39998	A0A1M5KPJ4	A0A1M6QLP0	A0A317QD51
39999	A0A1X7IW70	A0A1M6QLP0	A0A317QD51
40000	A0A1M6DVF9	A0A1M6QLP0	A0A317QD51
40001	A0A1M6QC62	A0A1M6QLP0	A0A317QD51
40002	A0A2M9A941	A0A1M6QLP0	A0A317QD51
40003	A0A2A3HK14	A0A1M6QLP0	A0A317QD51
40004	A0A1T4PPE8	A0A1M6QLP0	A0A317QD51
40005	A0A1V2QSV3	A0A1V2QSV3	A0A7C1D5R2
40006	UPI002109275A	A0A1V2QSV3	A0A7C1D5R2
40007	A0A2S4ZAD5	A0A1V2QSV3	A0A7C1D5R2
40008	A0A939FB24	A0A1V2QSV3	A0A7C1D5R2
40009	UPI00190D7DE1	A0A1V2QSV3	A0A7C1D5R2
40010	A0A4P6U5W8	A0A1V2QSV3	A0A7C1D5R2
40011	A0A1V6E786	A0A1V6E786	A0A1V6E786
40012	A0A1W1Y7Y7	A0A1W1Y7Y7	A0A1M5CBB7
40013	A0A239BML6	A0A1W1Y7Y7	A0A1M5CBB7
40014	A0A1W9HF16	A0A1W9HF16	A0A7C0UC19
40015	A0A1Y5GFR5	A0A1Y5GFR5	A0A7C1D5R2
40016	A0A239QWJ2	A0A239QWJ2	A0A1H9ACZ1
40017	A0A285HP69	A0A285HP69	A0A2T6C9J5
40018	A0A4R8GLB5	A0A285HP69	A0A2T6C9J5
40019	UPI00211F1E34	UPI00211F1E34	
40020	UPI0015D66B7F	UPI00211F1E34	
40021	UPI0015606ACE	UPI00211F1E34	
40022	UPI000374AA04	UPI00211F1E34	
40023	UPI00189F3C5D	UPI00211F1E34	
40024	UPI001F447145	UPI00211F1E34	
40025	UPI001C2E2FFA	UPI00211F1E34	
40026	UPI0021DFE260	UPI0021DFE260	
40027	UPI00223713B4	UPI00223713B4	
40028	W1I3D0	W1I3D0	W1I3D0
40029	A0A0B8XNQ7	A0A0B8XNQ7	A0A0B0HVF0
40030	A0A0N0V0B9	A0A0N0V0B9	A0A7C0UC19
40031	A0A1V1PDR7	A0A0N0V0B9	A0A7C0UC19
40032	A0A1I0QSS3	A0A1I0QSS3	A0A1I0QSS3
40033	A0A1T5I8B3	A0A1T5I8B3	A0A1T5I8B3
40034	A0A1V4T031	A0A1V4T031	A0A1V4T031
40035	A0A2D6ELU8	A0A2D6ELU8	A0A7C1D5R2
40036	A0A2D7C8Z9	A0A2D6ELU8	A0A7C1D5R2
40037	A0A2D9UFW1	A0A2D9UFW1	A0A7C0UC19
40038	A0A2D9VR08	A0A2D9UFW1	A0A7C0UC19
40039	A0A2E2UVD0	A0A2D9UFW1	A0A7C0UC19
40040	A0A2E4J638	A0A2D9UFW1	A0A7C0UC19
40041	A0A2E2V3F8	A0A2D9UFW1	A0A7C0UC19
40042	A0A2D9XKK4	A0A2D9UFW1	A0A7C0UC19
40043	A0A2E6QUM4	A0A2D9UFW1	A0A7C0UC19
40044	A0A2E4RE94	A0A2D9UFW1	A0A7C0UC19
40045	A0A424NYT0	A0A2D9UFW1	A0A7C0UC19
40046	A0A2E5XBD8	A0A2D9UFW1	A0A7C0UC19
40047	A0A2E3WVK7	A0A2E3WVK7	A0A7C0UC19
40048	A0A2E7EW15	A0A2E7EW15	A0A7C0UC19
40049	A0A2D7IXK8	A0A2E7EW15	A0A7C0UC19
40050	A0A354CH60	A0A2E7EW15	A0A7C0UC19
40051	A0A2D7XZS7	A0A2E7EW15	A0A7C0UC19
40052	UPI0003B5349C	A0A2E7EW15	A0A7C0UC19
40053	A0A2G4GS21	A0A2G4GS21	A0A7C1D5R2
40054	A0A2G4I113	A0A2G4GS21	A0A7C1D5R2
40055	A0A2G9C8B6	A0A2G9C8B6	A0A7C4KR44
40056	A0A2H0PH39	A0A2H0PH39	A0A7C1D5R2
40057	UPI001F330375	UPI001F330375	
40058	UPI001F4B57E2	UPI001F4B57E2	
40059	UPI00041A51E5	UPI001F4B57E2	
40060	UPI000C263169	UPI001F4B57E2	
40061	A0A4S8QB95	UPI001F4B57E2	
40062	UPI0018EA6F88	UPI001F4B57E2	
40063	UPI00042A2D6E	UPI001F4B57E2	
40064	UPI001963F245	UPI001F4B57E2	
40065	A0A8G1IY32	UPI001F4B57E2	
40066	UPI001E6532E2	UPI001F4B57E2	
40067	A0A4S8PEL5	UPI001F4B57E2	
40068	A0A426UYP6	UPI001F4B57E2	
40069	A0A850CBK3	UPI001F4B57E2	
40070	UPI001ABC95F0	UPI001F4B57E2	
40071	UPI000A5F252A	UPI001F4B57E2	
40072	UPI000DD4B7D4	UPI001F4B57E2	
40073	A0A6L5GBP0	UPI001F4B57E2	
40074	UPI001F58C2E3	UPI001F58C2E3	
40075	A0A140DYA9	UPI001F58C2E3	
40076	A0A1Q9YI95	UPI001F58C2E3	
40077	UPI001C3D4A06	UPI001F58C2E3	
40078	UPI001FAE6659	UPI001FAE6659	
40079	UPI0016564740	UPI001FAE6659	
40080	UPI0002D72F7C	UPI001FAE6659	
40081	UPI001D0F7B38	UPI001FAE6659	
40082	UPI000D1D5F45	UPI001FAE6659	
40083	UPI00097FDEC2	UPI001FAE6659	
40084	UPI001D0BF55C	UPI001FAE6659	
40085	UPI0021C736D6	UPI001FAE6659	
40086	UPI00097FE0BD	UPI001FAE6659	
40087	UPI00117A3D3D	UPI001FAE6659	
40088	UPI001D0FE4F8	UPI001FAE6659	
40089	UPI00017F5832	UPI001FAE6659	
40090	UPI00097FF9A2	UPI001FAE6659	
40091	UPI001D0FE927	UPI001FAE6659	
40092	UPI0021CAA69D	UPI001FAE6659	
40093	UPI00097FFBEE	UPI001FAE6659	
40094	UPI000D1DF1A5	UPI001FAE6659	
40095	UPI000DEDD71A	UPI001FAE6659	
40096	UPI001D0CA106	UPI001FAE6659	
40097	UPI0003B29202	UPI001FAE6659	
40098	UPI00169CE72A	UPI001FAE6659	
40099	UPI0003B29391	UPI001FAE6659	
40100	UPI000943981D	UPI001FAE6659	
40101	UPI001D11AD5E	UPI001FAE6659	
40102	UPI0010349150	UPI001FAE6659	
40103	UPI0007BB0096	UPI001FAE6659	
40104	UPI001D12070B	UPI001FAE6659	
40105	UPI000D6E6654	UPI001FAE6659	
40106	T3DDR7	UPI001FAE6659	
40107	UPI00038CB4A7	UPI001FAE6659	
40108	UPI000BB18C44	UPI001FAE6659	
40109	UPI00038CDFA3	UPI001FAE6659	
40110	UPI00093D710E	UPI001FAE6659	
40111	A0A7Y0N3Q2	UPI001FAE6659	
40112	UPI00038CF4CD	UPI001FAE6659	
40113	UPI0006BBB675	UPI001FAE6659	
40114	UPI000BB1ADD5	UPI001FAE6659	
40115	UPI00023591B6	UPI001FAE6659	
40116	UPI0006BC0425	UPI001FAE6659	
40117	UPI00038D036C	UPI001FAE6659	
40118	UPI0008A3B35C	UPI001FAE6659	
40119	UPI000826C9CB	UPI001FAE6659	
40120	UPI0008A3EA8E	UPI001FAE6659	
40121	UPI0004007EB9	UPI001FAE6659	
40122	UPI0020C55B26	UPI001FAE6659	
40123	UPI001D0F737E	UPI001FAE6659	
40124	UPI0005E1448A	UPI001FAE6659	
40125	UPI0005E6EA40	UPI001FAE6659	
40126	UPI0005DECE1B	UPI001FAE6659	
40127	UPI000B9F7B2F	UPI001FAE6659	
40128	UPI0005DC3858	UPI001FAE6659	
40129	UPI001C102B03	UPI001FAE6659	
40130	UPI00115B8AD2	UPI001FAE6659	
40131	UPI000C794E9D	UPI001FAE6659	
40132	UPI001F054908	UPI001FAE6659	
40133	UPI0005DCD70A	UPI001FAE6659	
40134	UPI001FF21989	UPI001FAE6659	
40135	UPI000A16DAB8	UPI001FAE6659	
40136	A0A943SG80	UPI001FAE6659	
40137	UPI001C7F3C82	UPI001FAE6659	
40138	UPI00202CD19A	UPI001FAE6659	
40139	A0A951V1V0	UPI001FAE6659	
40140	UPI00038672C6	UPI001FAE6659	
40141	UPI000535C524	UPI001FAE6659	
40142	A0A8F9KZ31	UPI001FAE6659	
40143	UPI0005E5472F	UPI001FAE6659	
40144	UPI00189B2882	UPI001FAE6659	
40145	UPI0005DAA2E8	UPI001FAE6659	
40146	UPI0005E8D8AD	UPI001FAE6659	
40147	T4VH42	UPI001FAE6659	
40148	UPI0005DE074E	UPI001FAE6659	
40149	UPI0005E055F5	UPI001FAE6659	
40150	A0A446I8R3	UPI001FAE6659	
40151	UPI00038CFDD3	UPI001FAE6659	
40152	UPI00054424B4	UPI001FAE6659	
40153	UPI0005E0B5EC	UPI001FAE6659	
40154	UPI0005DE5E19	UPI001FAE6659	
40155	UPI0005E3BA01	UPI001FAE6659	
40156	A0A943AQT3	UPI001FAE6659	
40157	A0A921SZY6	UPI001FAE6659	
40158	A0A1V1I047	UPI001FAE6659	
40159	A0A956N2C0	UPI001FAE6659	
40160	UPI001D004765	UPI001FAE6659	
40161	UPI001C1200C0	UPI001FAE6659	
40162	UPI00110730DA	UPI001FAE6659	
40163	UPI0018AC1087	UPI001FAE6659	
40164	R5Y274	UPI001FAE6659	
40165	A0A7V6MYT8	UPI001FAE6659	
40166	A0A101WMT3	UPI001FAE6659	
40167	A0A7C6WXY4	UPI001FAE6659	
40168	A0A7C7A4K4	UPI001FAE6659	
40169	UPI001EDEC6BC	UPI001FAE6659	
40170	A0A971HDP4	UPI001FAE6659	
40171	UPI001F1F0A9B	UPI001FAE6659	
40172	A0A847NG33	UPI001FAE6659	
40173	A0A7C6K5L2	UPI001FAE6659	
40174	UPI00223EB278	UPI001FAE6659	
40175	UPI001D01EA31	UPI001FAE6659	
40176	A0A844FIZ8	UPI001FAE6659	
40177	UPI0005B284EF	UPI001FAE6659	
40178	UPI001F2CBC32	UPI001FAE6659	
40179	A0A2P2BNM0	UPI001FAE6659	
40180	UPI0018AA3470	UPI001FAE6659	
40181	UPI001F06DC1C	UPI001FAE6659	
40182	UPI000B01E021	UPI001FAE6659	
40183	UPI001899E63F	UPI001FAE6659	
40184	UPI00056E848E	UPI001FAE6659	
40185	UPI001C10A0DB	UPI001FAE6659	
40186	UPI002149BA4A	UPI001FAE6659	
40187	UPI001AE9D426	UPI001FAE6659	
40188	UPI00048835A5	UPI001FAE6659	
40189	UPI000F04C28A	UPI001FAE6659	
40190	A0A6H1X0H4	UPI001FAE6659	
40191	A0A371IW36	UPI001FAE6659	
40192	UPI0018992677	UPI001FAE6659	
40193	UPI00129ED753	UPI001FAE6659	
40194	UPI001459AA06	UPI001FAE6659	
40195	UPI00215B06D9	UPI001FAE6659	
40196	A0A371IYW6	UPI001FAE6659	
40197	UPI0004B6B1ED	UPI001FAE6659	
40198	UPI00214A8108	UPI001FAE6659	
40199	UPI0018AC382F	UPI001FAE6659	
40200	A0A5P3XD46	UPI001FAE6659	
40201	UPI001F471AFA	UPI001FAE6659	
40202	UPI000369E111	UPI001FAE6659	
40203	UPI001D168383	UPI001FAE6659	
40204	UPI001E2D0BED	UPI001FAE6659	
40205	UPI001D16D645	UPI001FAE6659	
40206	UPI0011DDB7D3	UPI001FAE6659	
40207	A0A1I3NC18	UPI001FAE6659	
40208	UPI002022A09D	UPI002022A09D	
40209	UPI002022A664	UPI002022A09D	
40210	UPI002022B263	UPI002022A09D	
40211	A0A291IS23	UPI002022A09D	
40212	UPI00202B14BA	UPI00202B14BA	
40213	UPI00203532D0	UPI00203532D0	
40214	UPI00214D7FEF	UPI00214D7FEF	
40215	UPI00214D1DF5	UPI00214D7FEF	
40216	UPI0021C70AE2	UPI00214D7FEF	
40217	A0A3N7H5G3	UPI00214D7FEF	
40218	UPI0019684064	UPI0019684064	
40219	UPI001A9F4C2D	UPI001A9F4C2D	
40220	UPI001BEC77EE	UPI001BEC77EE	
40221	A0A7H0V9X6	UPI001BEC77EE	
40222	A0A1V5G456	A0A1V5G456	A0A1V5G456
40223	A0A1V5HGF2	A0A1V5G456	A0A1V5G456
40224	A0A222P3U6	A0A222P3U6	A0A222P3U6
40225	A0A2A4M1J7	A0A2A4M1J7	A0A7C1D5R2
40226	A0A2D6KN33	A0A2D6KN33	A0A2D6KN33
40227	A0A2E4FBY8	A0A2E4FBY8	A0A7C0UC19
40228	A0A2E9G7G5	A0A2E9G7G5	A0A7C1D5R2
40229	UPI00039FC63D	A0A2E9G7G5	A0A7C1D5R2
40230	A0A2N1QYI0	A0A2N1QYI0	A0A7C1D5R2
